show_id,type_x,title,director,country,date_added,release_year,rating,duration,listed_in,index,id,type_y,description,age_certification,runtime,imdb_id,imdb_score,imdb_votes
s5937,Movie,Shrek the Musical,Jason Moore,United States,12/29/2013,2013,TV-G,130 min,"Children & Family Movies, Comedies, Music & Musicals",904,tm237143,MOVIE,Shrek The Musical is a musical with music by Jeanine Tesori and book and lyrics by David Lindsay-Abaire. It is based on the 2001 DreamWorks Animation's film Shrek and William Steig's 1990 book Shrek! It was nominated for 8 Tony Awards including Best Musical.,PG-13,130,tt3070936,6.9,3634.0
s5938,Movie,The Short Game,Josh Greenbaum,United States,12/12/2013,2013,PG,100 min,"Children & Family Movies, Documentaries, Sports Movies",973,tm171929,MOVIE,"Each year, the worldâ€™s best 7 year-old golfers descend on Pinehurst, North Carolina to compete in the World Championships of Junior Golf. The Short Game follows eight of these very young athletes on their quest to become the sportâ€™s next phenom.",PG,100,tt2466830,7.3,1518.0
s5939,Movie,Aziz Ansari: Buried Alive,"Will Lovelace, Dylan Southern",United States,11/1/2013,2013,TV-MA,80 min,Stand-Up Comedy,1057,tm175954,MOVIE,"Standup comedian Aziz Ansari (""Parks and Recreation"") headlines his third standup special, where he shares his uniquely hilarious perspective on fears of adulthood, babies, marriage, and more. Ansari's look at life on the cusp of 30 years old is smart, unfiltered, and hysterical.",,79,tt2836450,7.2,3980.0
s5943,Movie,A Stoning in Fulham County,Larry Elikann,United States,10/1/2011,1988,TV-14,95 min,Dramas,86,tm51083,MOVIE,Religious beliefs clash with the law when an Amish infant is killed in a rural community.,,120,tt0096179,5.8,380.0
s5944,Movie,Adam: His Song Continues,Robert Markowitz,United States,10/1/2011,1986,TV-MA,96 min,Dramas,76,tm258072,MOVIE,"Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.",,100,tt0090589,7.0,209.0
s5946,Movie,In Defense of a Married Man,Joel Oliansky,United States,10/1/2011,1990,TV-14,94 min,Dramas,79,tm157853,MOVIE,"When a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. Can she overcome his betrayal while searching for the truth?",,94,tt0099833,5.6,200.0
s5947,Movie,Quiet Victory: The Charlie Wedemeyer Story,Roy Campanella II,United States,10/1/2011,1988,TV-PG,93 min,"Dramas, Sports Movies",82,tm55091,MOVIE,"Film that tells the story of Los Gatos (California) high school football coach Charlie Wedemeyer. At 31, onetime football pro Wedemeyer is living the American dream; a winning team, a happy marriage and public adulation.",,100,tt0095945,7.1,144.0
s5948,Movie,Strange Voices,Arthur Allan Seidelman,United States,10/1/2011,1987,TV-PG,96 min,Dramas,84,tm24110,MOVIE,A family begins to fall apart when their eldest daughter is diagnosed with schizophrenia.,,100,tt0094052,6.3,357.0
s5949,Movie,The Ryan White Story,John Herzfeld,United States,10/1/2011,1989,TV-PG,94 min,Dramas,78,tm137013,MOVIE,"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",,102,tt0098237,7.2,857.0
s5952,Movie,Unspeakable Acts,Linda Otto,United States,10/1/2011,1990,TV-14,95 min,Dramas,70,tm147829,MOVIE,Two psychologist try to demonstrate that a man is a pedophile and has abused many children.,,100,tt0100848,6.0,448.0
s5955,Movie,Even the Rain,Icíar Bollaín,Spain,5/17/2011,2010,TV-MA,103 min,"Dramas, International Movies",422,tm100688,MOVIE,"As a director and his crew shoot a controversial film about Christopher Columbus in Cochabamba, Bolivia, local people rise up against plans to privatize the water supply.",,104,tt1422032,7.4,13446.0
s5957,Movie,Just Another Love Story,Ole Bornedal,Denmark,5/5/2009,2007,TV-MA,104 min,"Dramas, International Movies",479,tm65839,MOVIE,"Jonas is a Copenhagen homicide scene photographer, happily married, with two kids. One day, his car stalls, another car slams into him, runs head on into a third car and flips into the ditch. The other driver, Julia, is critically injured. He visits her in the hospital and is greeted by her family, who assumes he must be the Sebastian she told them about, the new fiance she met in Vietnam.",,100,tt1024942,7.2,4849.0
s5960,Movie,21,Robert Luketic,United States,1/1/2020,2008,PG-13,123 min,Dramas,314,tm40009,MOVIE,"Ben Campbell is a young, highly intelligent, student at M.I.T. in Boston who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine with the desire to become a doctor, Ben learns that he cannot afford the $300,000 for the four to five years of schooling as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor Micky Rosa into a small but secretive club of five. Students Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa of the skill of card counting at blackjack.",PG-13,123,tt0478087,6.8,247039.0
s5995,Movie,1BR,David Marmor,United States,8/23/2020,2019,TV-MA,90 min,"Horror Movies, Independent Movies, Thrillers",3279,tm817504,MOVIE,"When Sarah lucks into a sweet one-bedroom at Asilo Del Mar Apartments in Los Angeles, she think she's hit the jackpot. It's got plenty of space, friendly tenants, group BBQs and even a cute neighbour next door. All is not what it seems: loud noises start keeping her awake at night; her cat is missing; everyone seems to be a little too helpful and friendly, except for the weirdo, Lester. Soon, Sarah learns she didn't choose this apartment â€” it chose her.",,90,tt7541106,5.8,11983.0
s6028,Movie,A Bad Moms Christmas,"Jon Lucas, Scott Moore",United States,2/14/2020,2017,R,104 min,Comedies,1926,tm281935,MOVIE,"Amy, Kiki and Carla â€“ three under-appreciated and over-burdened women â€“ rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasnâ€™t hard enough, they have to do all of that while hosting and entertaining their own mothers.",R,104,tt6365402,5.6,49478.0
s6054,Movie,A Princess for Christmas,Michael Damian,United States,8/28/2020,2011,TV-PG,91 min,"Children & Family Movies, Dramas, Romantic Movies",742,tm160361,MOVIE,"After her sister and brother-in-law's tragic death, an American woman who is the guardian for her young niece and nephew is invited to a royal European castle for Christmas by her late brother-in-law's father, the Duke of Castlebury. Feeling out of place as a commoner, she is determined to give her family a merry Christmas and surprises herself when she falls for a handsome prince.",PG,89,tt1083448,6.3,8222.0
s6187,Movie,Arthur Christmas,Sarah Smith,United Kingdom,1/1/2020,2011,PG,98 min,"Children & Family Movies, Comedies",727,tm174683,MOVIE,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed â€˜acceptableâ€™ to all but oneâ€”Arthur. Arthur Claus is Santaâ€™s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning.",PG,97,tt1430607,7.1,58296.0
s6252,Movie,Bathtubs Over Broadway,Dava Whisenant,United States,5/9/2019,2018,PG-13,87 min,"Documentaries, Music & Musicals",2010,tm406881,MOVIE,"When he started as a comedy writer for the Late Show with David Letterman, Steve Young had few interests and not many friends outside of his day job. But while gathering material for a segment on the show, Steve stumbled onto a few vintage record albums that would change his life forever.",PG-13,87,tt6029778,7.6,1065.0
s6320,TV Show,Bitter Daisies,Miguel Conde,Spain,3/29/2019,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",1987,ts89538,SHOW,"While investigating the disappearance of a teen girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",,71,tt9412454,7.2,3274.0
s6338,Movie,Blow,Ted Demme,United States,10/1/2019,2001,R,123 min,Dramas,265,tm35463,MOVIE,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price.",R,124,tt0221027,7.5,255099.0
s6359,Movie,Bonnie and Clyde,Arthur Penn,United States,1/1/2021,1967,R,111 min,"Action & Adventure, Classic Movies, Dramas",8,tm119281,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",R,110,tt0061418,7.7,111189.0
s6428,Movie,Casino Royale,Martin Campbell,United Kingdom,8/31/2020,2006,PG-13,145 min,Action & Adventure,250,tm39030,MOVIE,"Le Chiffre, a banker to the world's terrorists, is scheduled to participate in a high-stakes poker game in Montenegro, where he intends to use his winnings to establish his financial grip on the terrorist market. M sends Bondâ€”on his maiden mission as a 00 Agentâ€”to attend this game and prevent Le Chiffre from winning. With the help of Vesper Lynd and Felix Leiter, Bond enters the most important poker game in his already dangerous career.",,139,tt0381061,8.0,644336.0
s6447,Movie,Charlie and the Chocolate Factory,Tim Burton,United Kingdom,1/1/2020,2005,PG,115 min,"Children & Family Movies, Comedies",259,tm160815,MOVIE,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",PG,106,tt0367594,6.6,465995.0
s6468,Movie,Chief Daddy,Niyi Akinmolayan,Nigeria,3/15/2019,2018,TV-MA,98 min,"Comedies, Dramas, International Movies",2834,tm464947,MOVIE,"Chief Daddy tells the story of billionaire industrialist Chief Beecroft, a flamboyant benefactor to a large extended family of relatives, household staff and assorted mistresses. Chief lives large, like thereâ€™s no tomorrow, until the day he dies suddenly and the â€˜bullion vanâ€™ stops. Whatâ€™s in his will and who gets all that money? What happens next will surprise you, as Chief Daddy has the last laugh from beyond the grave.",,98,tt9652322,4.7,269.0
s6475,Movie,Chloe,Atom Egoyan,United States,1/1/2020,2009,R,96 min,"Independent Movies, Thrillers",302,tm130647,MOVIE,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger.",R,99,tt1352824,6.3,72916.0
s6481,Movie,Christmas with the Kranks,Joe Roth,United States,1/1/2019,2004,PG,99 min,"Children & Family Movies, Comedies",416,tm86995,MOVIE,"When their only daughter Blair leaves the family nest, Luther and Nora Krank decide to book an island cruise to beat the yuletide blues and just skip the holidays. But their decision to boycott tradition has the whole neighborhood in an uproar, and when Blair call son Christmas Eve to announce a surprise visit with her new fiancÃ©e, the Kranks have just twelve hours to perform a miracle and pull themselves and their neighbors together to throw the best celebration ever!",PG,99,tt0388419,5.4,49090.0
s6500,Movie,Clive Davis: The Soundtrack of Our Lives,Chris Perkel,United States,9/17/2019,2017,TV-MA,124 min,"Documentaries, Music & Musicals",1990,tm318200,MOVIE,"The life and successes of iconic music executive Clive Davis, from his miraculous start at Columbia Records through his trailblazing work at Arista Records and J Records, with a heavy dose of outstanding music sprinkled in between.",PG-13,123,tt6494358,7.5,950.0
s6511,Movie,Coach Carter,Thomas Carter,United States,1/1/2020,2005,PG-13,137 min,"Dramas, Sports Movies",325,tm159310,MOVIE,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",PG-13,130,tt0393162,7.3,143670.0
s6584,Movie,Death at a Funeral,Neil LaBute,United States,8/1/2020,2010,R,93 min,Comedies,387,tm101334,MOVIE,"Aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancÃ©, and Aaron's successful younger brother, Ryan, flies in from New York, broke but arrogant. To top it all off, a mysterious stranger wants a word with Aaron.",R,92,tt1321509,5.6,49599.0
s6593,Movie,Den of Thieves,Christian Gudegast,United States,5/1/2020,2018,R,140 min,Action & Adventure,1732,tm318206,MOVIE,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,R,140,tt1259528,7.0,107701.0
s6634,Movie,Donnie Brasco,Mike Newell,United States,1/1/2020,1997,R,127 min,"Dramas, Thrillers",115,tm191989,MOVIE,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,R,127,tt0119008,7.7,300073.0
